LAKE,AREA_NAME,HAB_TYPE,HAB_DESC,LAT,LONG,DEPTH_FT,MARKED,BANK_ACC,DATE_INST
Kaw,Osage Cove Fishing Dock,Spider Blocks,Spider Blocks,36.70931,-96.89998,0,N,Y,3/10/2016
Kaw,Shipwreck 2,Sunken Boat,Sunken Boat/Spider Block,36.750598,-96.836858,18,N,N,3/19/2014
Kaw,Shipwreck 3,Sunken Boat,Sunken Boat/Spider Block,36.750497,-96.83657,18,N,N,3/19/2014
Kaw,Shipwreck 1,Sunken Boat,Sunken Boat/Spider Block,36.750569,-96.836398,18,N,N,3/13/2014
Kaw,Osage Cove North,Brush Pile, ,36.717,-96.900633,15,N,Y,1/1/2010
Kaw,NOC Cove,Combination,Brush Pile,36.755317,-96.890683,14,N,N,1/1/2010
Kaw,Osage Cove North,Combination,Brush Pile,36.716233,-96.901983,14,N,Y,1/1/2010
Kaw,Sarge Creek Point,Combination,Tire/Brush,36.76015,-96.807967,14,Y,N,1/1/2001
Kaw,Rock Quarry Cove,Combination,Tire/Brush,36.7744,-96.813033,14,Y,Y,1/1/2001
Kaw,Sarge Creek Cove,Sunken Boat, ,36.760783,-96.805683,11,N,N,1/1/2001
Keystone,Washington Irving Cove,Brush Pile,Cedar trees,36.20025,-96.25843,13,N,Y,9/21/2022
Keystone,Washington Irving Cove,Brush Pile,Cedar trees,36.201696,-96.25669,15,N,N,9/21/2022
Keystone,Washington Irving Cove,Brush Pile,Cedar trees,36.201466,-96.257744,16,N,N,9/21/2022
Keystone,Washington Irving Cove,Brush Pile,Cedar trees,36.201434,-96.259375,14,N,N,9/21/2022
Keystone,Washington Irving Cove,Brush Pile,Cedar trees,36.200446,-96.258616,13,N,Y,9/21/2022
Keystone,Washington Irving Cove,Brush Pile,Cedar trees,36.200238,-96.258176,13,N,Y,9/21/2022
Keystone,Salt Creek,Brush Pile,Cedar trees,36.12,-96.33,0,N,N,9/14/2016
Keystone,Salt Creek,Brush Pile,Cedar trees,36.12,-96.33,0,N,N,9/14/2016
Keystone,Salt Creek,Brush Pile,Cedar trees,36.12,-96.33,0,N,N,9/14/2016
Keystone,Salt Creek,Brush Pile,Cedar trees,36.12,-96.33,0,N,N,9/14/2016
Keystone,Salt Creek,Brush Pile,Cedar trees,36.12,-96.33,0,N,N,9/14/2016
Keystone,Salt Creek,Brush Pile,Cedar trees,36.12,-96.33,0,N,N,9/14/2016
Keystone,Salt Creek,Brush Pile,Cedar trees,36.12,-96.33,0,N,N,9/14/2016
Keystone,Salt Creek,Brush Pile,Cedar trees,36.15,-96.28,0,N,N,9/14/2016
Keystone,Salt Creek,Brush Pile,Cedar trees,36.15,-96.28,0,N,N,9/14/2016
Keystone,Washington Irving South,Brush Pile, ,36.202817,-96.256514,0,N,Y,9/1/2015
Keystone,Washington Irving South,Brush Pile, ,36.2026,-96.256542,0,N,Y,9/1/2015
Keystone,Washington Irving South,Brush Pile, ,36.202369,-96.25655,0,N,Y,9/1/2015
Keystone,Washington Irving South,Brush Pile, ,36.202256,-96.256492,0,N,Y,9/1/2015
Keystone,Washington Irving South,Brush Pile, ,36.202069,-96.256547,0,N,Y,9/1/2015
Keystone,Washington Irving South,Brush Pile, ,36.202669,-96.256728,0,N,Y,9/1/2015
Keystone,Washington Irving South,Brush Pile, ,36.202481,-96.256708,0,N,Y,9/1/2015
Keystone,Washington Irving South,Brush Pile, ,36.202306,-96.256764,0,N,Y,9/1/2015
Keystone,Washington Irving South,Brush Pile, ,36.202094,-96.256786,0,N,Y,9/1/2015
Keystone,Washington Irving South,Brush Pile, ,36.200214,-96.258517,0,N,Y,9/1/2015
Keystone,Washington Irving South,Brush Pile, ,36.200167,-96.258444,0,N,Y,9/1/2015
Keystone,Washington Irving South,Brush Pile, ,36.200153,-96.257889,0,N,Y,9/1/2015
Keystone,Washington Irving South,Brush Pile, ,36.200058,-96.257747,0,N,Y,9/1/2015
Keystone,Washington Irving South,Brush Pile, ,36.199708,-96.257553,0,N,Y,9/1/2015
Keystone,Washington Irving South,Brush Pile, ,36.200192,-96.258403,0,N,Y,1/28/2015
Keystone,Washington Irving South,Brush Pile, ,36.202225,-96.256467,0,N,Y,1/28/2015
Keystone,Washington Irving South,Brush Pile, ,36.201567,-96.261047,0,N,Y,1/28/2015
Keystone,Washington Irving South,Brush Pile, ,36.200653,-96.256158,0,N,Y,1/28/2015
Keystone,Washington Irving South,Brush Pile, ,36.200192,-96.258403,0,N,Y,1/28/2015
Keystone,Washington Irving South,Brush Pile, ,36.202225,-96.256467,0,N,Y,1/28/2015
Keystone,Washington Irving South,Brush Pile, ,36.201567,-96.261047,0,N,Y,1/28/2015
Keystone,Washington Irving South,Brush Pile, ,36.200653,-96.256158,0,N,Y,1/28/2015
Keystone,Salt Creek,Brush Pile,Cedar trees,36.12,-96.33,0,N,N,9/14/2014
Keystone,Appalacia Bay,Brush Pile, ,36.19171,-96.29794,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.1918,-96.2981,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.1917,-96.298,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.1918,-96.2979,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.1918,-96.2978,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.1917,-96.2978,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.19184,-96.29756,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.1918,-96.2976,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.19183,-96.29752,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.19178,-96.29749,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.19186,-96.2974,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.19177,-96.29765,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.19069,-96.2927,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.191,-96.2929,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.19085,-96.29273,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.1908,-96.2928,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.18909,-96.29391,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.1892,-96.2939,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.18913,-96.29395,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.1892,-96.294,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.1892,-96.2941,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.1889,-96.2943,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.1889,-96.2944,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.1888,-96.2944,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.18907,-96.29405,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.18905,-96.29406,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.18906,-96.29414,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.18901,-96.29417,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.1888,-96.2945,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.1889,-96.2946,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.18903,-96.29429,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.18906,-96.29427,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.18892,-96.29451,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.18901,-96.29424,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.18904,-96.29435,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.1889,-96.2946,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.18897,-96.29438,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.189,-96.2944,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.18892,-96.29443,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.18895,-96.29458,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.1888,-96.2947,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.1888,-96.2946,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.1887,-96.2947,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.19075,-96.29276,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.1909,-96.2928,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.1909,-96.29288,0,N,Y,8/13/2014
Keystone,Appalacia Bay,Brush Pile, ,36.1908,-96.2928,0,N,Y,8/13/2014
Keystone Lake, ,Brush Pile,1 massive cedar tree & 8 cedar trees,36.1383,-96.33122,0,N,N,9/29/2020
Keystone Lake,Hwy 51 Bridge,Brush Pile,cedar trees,36.127675,-96.335117,0,N,N,9/29/2020
Keystone Lake,Salt Creek fishing dock,Brush Pile,7 cedar trees,36.125808,-96.326141,0,N,Y,9/29/2020
Keystone Lake,Salt Creek,Brush Pile,8 cedar trees,36.11331,-96.33788,0,N,N,9/29/2020
Keystone Lake,Mannford area fishing dock,Brush Pile,cedar trees,36.130429,-96.344762,0,N,Y,9/29/2020
Keystone Lake,Salt Creek,Brush Pile,7 cedar trees,36.12411,-96.33164,0,N,N,9/29/2020
Keystone Lake, ,Brush Pile,12 cedar trees,36.15004,-96.33195,0,N,N,9/29/2020
Keystone Lake,Snake Pit,Brush Pile,7 cedar trees,36.14473,-96.33897,0,N,N,9/29/2020
Keystone Lake, ,Brush Pile,10 cedar trees,36.14,-96.3316,0,N,N,9/29/2020
Konawa,Between south end of dam and SE ramp,Spider Blocks, ,34.9568,-96.7043,0,Y,Y,6/16/2010
Konawa,SE of swin beach,Spider Blocks, ,34.9683,-96.702366,0,Y,Y,6/16/2010
Konawa,NW of discharge in cove,Spider Blocks, ,34.977116,-96.725266,0,Y,Y,6/16/2010
Konawa,NW of discharge,Spider Blocks, ,34.977833,-96.724316,0,Y,N,6/16/2010
Konawa,East-west cove east of plant,Spider Blocks, ,34.96685,-96.713833,0,Y,N,6/16/2010
Konawa,South bank west of SE ramp,Spider Blocks, ,34.95085,-96.707583,0,Y,N,6/16/2010
Konawa,South point of south island,Spider Blocks, ,34.9547,-96.716183,0,Y,N,6/16/2010
Konawa,Mouth of Discharge,Spider Blocks, ,34.9721,-96.719583,0,Y,N,5/1/2009
Konawa,Rock corner on north bank from discharge,Spider Blocks, ,34.978833,-96.72085,0,Y,N,5/1/2009
Konawa,Cove north of NE ramp,Spider Blocks, ,34.978833,-96.703583,0,Y,N,5/1/2009
Konawa,South end of dam,Spider Blocks, ,34.9575,-96.703866,0,Y,Y,5/1/2009
Konawa,Intake,Spider Blocks, ,34.958733,-96.72585,0,Y,N,4/10/2008
Konawa,Old foundation north of the discharge,Spider Blocks, ,34.974802,-96.720697,0,Y,Y,4/10/2008
Konawa,Hump in middle of north cove,Spider Blocks, ,34.976627,-96.709719,0,Y,N,4/10/2008
Konawa,Old roadbed NW of discharge,Spider Blocks, ,34.977091,-96.722425,0,Y,Y,4/10/2008
Konawa,West of South island,Spider Blocks, ,34.955797,-96.716233,0,Y,N,4/10/2008
Lake Ellsworth,Ralphs resort,Spider Blocks,scattered spider  blocks,34.800105,-98.373349,0,N,Y,6/15/2019
Lake Ellsworth,Edgewater jetti,Spider Blocks,scattered spider blocks,34.826076,-98.370247,0,N,Y,6/15/2019
Lake Ellsworth,Edgewater jetti,Spider Blocks,Scattered spider blocks,34.826243,-98.370243,0,N,Y,6/15/2019
Lake Ellsworth,Ralphs resort,Spider Blocks,Scattered spider blocks,34.799721,-98.372934,0,N,Y,6/15/2019
Lake Ellsworth,Ralphs Resort,Spider Blocks,Scattered spider blocks,34.799912,-98.37259,0,N,Y,6/15/2019
Lake Hall,na,Brush Pile,3 hardwoods and 2 cedars,34.82971,-99.927733,3,N,Y,4/19/2022
Lake Hall,na,Brush Pile,cedars,34.830545,-99.927233,6,N,Y,4/19/2022
Lake Hall,na,Brush Pile,cedars,34.830972,-99.928242,6,N,Y,4/19/2022
Lake Hall,na,Brush Pile,cedars,34.831086,-99.92734,6,N,N,4/19/2022
Lake Hall,na,Brush Pile,cedars,34.830636,-99.927032,6,N,Y,4/19/2022
Lake Hall,na,Brush Pile,hardwoods,34.831885,-99.92474,4,N,Y,4/19/2022
Lake Hall,na,Brush Pile,cedars,34.832281,-99.923727,5,N,Y,4/19/2022
Lake Hall,na,Brush Pile,line of cedars on dam,34.833964,-99.925012,4,N,Y,4/19/2022
Lake Hudson,HWY 82 Bridge/riprap,PVC Structure,Around 40 pvc structures,36.269686,-95.139947,0,N,Y,9/21/2021
Lake Hudson,Redbud,PVC Structure,Around 40 pvc structures,36.241289,-95.141422,0,N,Y,9/21/2021
Lake Hudson,HWY 82 Bridge/riprap,PVC Structure,Around 40 pvc structures,36.267769,-95.139175,0,N,N,9/21/2021
Lake Hudson,HWY 82 bridge/riprap,PVC Structure,Around 40 pvc structures,36.265742,-95.138411,0,N,N,9/21/2021
Lake Hudson,Boatman Cove,PVC Structure,Around 90 pvc structures,36.237925,-95.180858,15,N,Y,9/21/2021
Lake McMurtry,Crappie dock interior,Brush Pile,Cedar trees,36.167955,-97.18622,0,N,Y,2/10/2023
Lake McMurtry,Crappie dock exterior,Brush Pile,Cedar trees,36.167957,-97.186164,0,N,Y,2/10/2023
Lake McMurtry,Buoy SE of crappie dock,Brush Pile,cedar trees,36.166815,-97.185031,0,Y,N,2/10/2023
Lake McMurtry,Brush pile west of swim beach,Brush Pile,cedar trees,36.168313,-97.18828,0,N,Y,2/10/2023
Lake McMurtry,Buoy SW of crappie dock,Brush Pile,cedar trees,36.167163,-97.188637,0,Y,Y,2/10/2023
Langston,Dam picnic shelter,Brush Pile,cedar tree lay down,35.924081,-97.276014,7,N,Y,2/2/2021
Langston,Lion Point,Brush Pile,cedar brush pile,35.920556,-97.273608,10,N,N,2/2/2021
Langston,Southeast picnic shelter point,Brush Pile,two cedar tree piles,35.917194,-97.273361,0,N,N,2/2/2021
Langston,Southeast picnic shelter,Brush Pile,tree lay down,35.915516,-97.27619,10,N,Y,2/2/2021
Langston,Henney Road cove,Brush Pile,cedar brush pile,35.920917,-97.280528,14,N,N,2/2/2021
Langston,Lion Point,Brush Pile,cedar tree lay down,35.921972,-97.274556,13,N,N,2/2/2021
Langston,East picnic tables,Brush Pile,cedar tree lay down,35.922217,-97.27079,6,N,Y,2/2/2021
Langston,East guard rail,Brush Pile,cedar tree lay down,35.92019,-97.268075,7,N,Y,2/2/2021
Langston,East culdisac,Brush Pile,cedar tree lay down,35.921133,-97.268408,8,N,Y,2/2/2021
Langston,East shoreline,Brush Pile,cedar tree lay down,35.923073,-97.271749,8,N,Y,2/2/2021
Langston,Boat ramp point,Brush Pile,Cedar brush pile,35.923874,-97.271749,8,N,Y,2/2/2021
Langston,Northeast shoreline,Brush Pile,cedar tree lay down,35.926626,-97.274386,7,N,Y,2/2/2021
Langston,Boat Ramp cove,Brush Pile,brush in timber,35.923764,-97.271326,8,N,Y,2/2/2021
Lawtonka,Hoberger Slough,Brush Pile, ,34.76417,-98.49533,8,N, ,<Null>
Lawtonka,Elmer Thomas Slough,Brush Pile, ,34.7383,-98.51474,10,N, ,<Null>
Lawtonka,Brushy Cove,Brush Pile, ,34.74808,-98.5122,10,Y, ,<Null>
Lawtonka,Mt. Scott Slough,Brush Pile, ,34.74224,-98.51277,15,Y, ,<Null>
Lawtonka,White Bluff,Brush Pile, ,34.7612,-98.49768,25,N, ,<Null>
Lawtonka,South Side,Brush Pile, ,34.7388,-98.49817,0,N, ,<Null>
Lawtonka,Jackson Creek Bridge,Brush Pile, ,34.76731,-98.50518,0,N, ,<Null>
Lawtonka,West bank,Other,cut willow trees,34.753808,-98.512762,3,N,Y,7/6/2022
Lawtonka,West bank,Other,cut willow trees,34.748624,-98.512686,3,N,Y,7/6/2022
Lawtonka,School House Slough,Spider Blocks,3 double spider block piles,34.739725,-98.489,5,N,Y,4/20/2022
Lawtonka,School House Slough,Spider Blocks,2 double spider block piles,34.741026,-98.4884,5,N,Y,4/20/2022
Lawtonka,School House Slough,Spider Blocks,3 double spider block piles,34.741441,-98.48835,5,N,Y,4/20/2022
Lawtonka,School House Slough,Spider Blocks,4 double spider blocks piles,34.741988,-98.488195,5,N,Y,4/20/2022
Lawtonka,School house slough,Spider Blocks,rows of spider blocks,34.741126,-98.485376,0,N,Y,12/2/2019
Lawtonka,Robinson Landing,Combination,Stake beds and spider blocks,34.776593,-98.532537,0,N,Y,3/12/2019
Lawtonka,White Bluff Cove,Brush Pile,Cedar Trees,34.763567,-98.495578,0,Y,N,7/7/2015
Lawtonka,Mt. Scott Cove,Brush Pile,Scattered cedar tree piles,34.742736,-98.513511,0,N,N,7/7/2015
Lawtonka,Mt. Scott Cove,Brush Pile,Scattered cedar tree piles,34.742133,-98.512822,0,Y,N,7/6/2014
Lawtonka,Elmer Thomas Cove,Brush Pile,Scattered cedar tree piles,34.737233,-98.513767,0,Y,N,7/6/2014
Liberty,West shore,Brush Pile,Cedar trees,35.80342,-97.4688,12,N,Y,7/10/2018
Liberty,Ramp cove,Brush Pile,Cedar trees,35.80388,-97.4637,10,N,Y,7/10/2018
Liberty,West cove,Brush Pile,Cedar trees,35.80119,-97.4685,14,Y,Y,7/10/2018
Liberty,Campground parking,Brush Pile,Cedar trees,35.80081,-97.4634,8,N,Y,7/10/2018
Liberty,Middle jetty,Brush Pile,Cedar trees,35.80211,-97.46443,8,N,N,7/10/2018
Liberty,North Jetty,Brush Pile,Cedar trees,35.80252,-97.46466,10,N,N,7/10/2018
Liberty,Seward cove,Brush Pile,Cedar trees,35.79782,-97.45987,12,Y,Y,7/10/2018
Lindsay,Dock,PVC Structure,Shelbyville Cube,34.8714,-97.635532,10,N,Y,4/23/2024
Lindsay,SW side of lake,PVC Structure,Shelbyville Cube,34.869062,-97.637669,8,N,Y,4/23/2024
Lindsay,SW side of lake,PVC Structure,Shelbyville Cube,34.868382,-97.637563,10,N,Y,4/23/2024
Lone Chimney Lk,Starfish,Combination,Tire/Brush Reef,36.249722,-96.826667,0,Y, ,<Null>
Lone Chimney Lk,Fish Maze Ridge,Combination,Tire/Brush Reef,36.250556,-96.825556,0,Y, ,<Null>
Lone Chimney Lk,Centipede,Combination,Tire/Brush Reef,36.252222,-96.829722,0,Y, ,<Null>
Lone Chimney Lk,Fish Eye Flat,Combination,Tire/Brush Reef,36.256389,-96.8275,0,Y, ,<Null>
Longmire,East Keel Sandy Crk,Brush Pile, ,34.75888,-97.047,12,Y,N,2/25/2011
Longmire,N 3340 road bed,Brush Pile, ,34.75512,-97.0554,15,Y,N,2/25/2011
Longmire,Ranger Point,Brush Pile, ,34.74982,-97.04162,20,Y,Y,2/25/2011
Longmire,Fishing pier,Spider Blocks, ,34.7525,-97.037778,12,N,Y,2/18/2011
Madill City Lake,Near dock,Spider Blocks, ,34.08675,-96.78922,7, , ,6/8/2010
Madill City Lake,East of dock,Spider Blocks, ,34.08695,-96.78866,7, , ,6/8/2010
Madill City Lake,Southeast of dam,Spider Blocks, ,34.0881,-96.78751,7, , ,6/8/2010
Madill City Lake,West of dam,Spider Blocks, ,34.08899,-96.78807,7, , ,6/8/2010
Madill City Lake,East of dam,Spider Blocks, ,34.08858,-96.78703,7, , ,6/8/2010
Madill City Lake,Point across from ramp,Spider Blocks, ,34.08734,-96.79014,7, , ,6/8/2010
McAlester City Lake,Fishing Dock,Brush Pile,brush,35.020296,-95.806777,0,N,Y,2/5/2020
McAlester City Lake,Point in Park,Brush Pile,brush,35.01855,-95.80582,0,Y,Y,2/5/2020
McGee Creek,Cove Northwest of Swim Beach,Brush Pile,Cedar trees,34.3225,-95.884722,18,Y,N,12/10/2023
McGee Creek,Small Cove West of Mill Creek,Brush Pile,Cedar trees,34.330833,-95.873889,19,Y,N,12/10/2023
McGee Creek,1st Cove North of Mill Creek,Brush Pile,Cedar trees,34.339444,-95.881944,20,Y,N,12/10/2023
McGee Creek,2nd Cove Northwest of Buoy #1,Brush Pile,Cedar trees,34.337222,-95.886111,22,Y,N,12/10/2023
McGee Creek,Potapo Arm North of Dike,Brush Pile,Cedar trees,34.353889,-95.902778,21,Y,N,12/10/2023
McGee Creek,Potapo Arm North Around Bend,Brush Pile,Cedar trees,34.370556,-95.896111,21,Y,N,12/10/2023
McGee Creek,Fishing dock - Spider blocks,Combination,Spider blocks & cedar trees,34.319861,-95.876428,18,Y,Y,12/10/2023
McMurtry,West of Tent Site 5E,Brush Pile,Brush Pile,36.184502,-97.178429,0,Y,Y,12/12/2016
McMurtry,North of Sand Bar,Brush Pile,Brush Pile,36.178115,-97.178546,0,Y,N,12/12/2016
McMurtry,West Side of Island,Brush Pile,Brush Pile,36.18675,-97.180664,0,Y,N,12/12/2016
McMurtry,South of East Dock,Brush Pile,Brush Pile,36.18304,-97.178708,0,Y,Y,12/12/2016
McMurtry,Large Point West Side,Brush Pile,Brush Pile,36.17308,-97.183855,0,Y,N,12/12/2016
McMurtry, ,Combination,Tire/Brush Pile,36.1695,-97.1803,10,Y,N,1/1/2008
McMurtry, ,Combination,Tire/Brush Pile,36.1672,-97.1888,12,Y,N,1/1/2008
Medicine Creek,NA,Spider Blocks,Spider Blocks,34.72455,-98.49859,6,N,Y,9/16/2020
Medicine Creek,NA,Spider Blocks,Spider Blocks,34.725495,-98.49944,5,N,Y,9/15/2020
Meeker, ,Brush Pile,4 Cedar trees,35.491183,-96.938733,5,N,N,12/17/2020
Meeker, ,Brush Pile,8 Cedar trees,35.492717,-96.938133,8,Y,Y,12/17/2020
Meeker, ,Brush Pile,7 Cedar trees,35.494133,-96.936783,12,Y,Y,12/17/2020
Meeker, ,Brush Pile,4 Cedar trees,35.495517,-96.942283,11,N,N,12/17/2020
Meeker, ,Brush Pile,1 Cedar tree,35.497917,-96.9379,9,N,N,12/17/2020
Meeker, ,Brush Pile,1 Cedar tree,35.497617,-96.9385,11,N,N,12/17/2020
Meeker, ,Brush Pile,2 Cedar trees,35.497667,-96.93805,13,N,N,12/17/2020
Meeker, ,Brush Pile,2 Cedar trees,35.494767,-96.936267,8,N,Y,12/17/2020
Meeker, ,Brush Pile,2 Cedar trees,35.495117,-96.936317,12,N,Y,12/17/2020
Meeker, ,Brush Pile,2 Cedar trees,35.4953,-96.93625,7,N,Y,12/17/2020
Meeker, ,Brush Pile,3 Cedar trees,35.495617,-96.936233,14,N,Y,12/17/2020
Meeker, ,Brush Pile,2 Cedar trees,35.49605,-96.936283,13,N,Y,12/17/2020
Meeker, ,Brush Pile,4 Cedar trees,35.496967,-96.940783,8,N,N,12/17/2020
Meeker, ,Brush Pile,2 Cedar trees,35.4903,-96.940033,5,N,N,12/17/2020
Muldrow City Lake,Boat Ramp,Combination,2 pallet structures and 4 cedar trees,35.44693,-95.56137,13,Y,Y,12/10/2019
Murray,3rd CoveEast of Tucker Tower,Brush Pile,Cedar trees,34.045556,-97.076389,14,Y,N,12/3/2020
Murray,1st Cove West of Dam,Brush Pile,Cedar trees,34.038889,-97.075556,15,Y,N,12/3/2020
Murray,1st Cove North of West Bank of Marina,Brush Pile,Cedar trees,34.0625,-97.092222,16,Y,N,12/3/2020
Murray,Tucker Tower Cove Upper End,Brush Pile,Cedar trees,34.043056,-97.089722,13,Y,N,12/3/2020
Murray,North Side of Tucker Tower,Brush Pile,Cedar trees,34.047778,-97.082778,13,Y,N,12/3/2020
Murray,3rd Cove North of Group Camp 3,Brush Pile,Cedar trees,34.045,-97.056944,11,Y,N,12/2/2020
Murray,2nd Cove North of Rock Tower,Brush Pile,Cedar trees,34.073889,-97.064444,13,Y,N,12/2/2020
Murray,2nd Cove North of Marietta Landing,Brush Pile,Cedar trees,34.032778,-97.045278,17,Y,N,12/2/2020
Murray,North of Rock Tower Fish Pier,Brush Pile,Cedar trees,34.062222,-97.051944,15,Y,N,12/2/2020
Murray,2nd Small Point South of Martin's Landing,Brush Pile,Cedar trees,34.079444,-97.068611,18,Y,N,12/2/2020
Murray,North of Martin's Landing Ramp,Brush Pile,Cedar trees,34.09,-97.05111,16,Y,N,12/2/2020
Murray,Marietta Landing,Brush Pile,Cedar trees,34.027778,-97.046111,14,Y,N,12/1/2020
Murray,1st Cove North of Marietta Landing,Brush Pile,Cedar trees,34.031389,-97.050833,14,Y,N,12/1/2020
N. Graham L&D 18,Bluff Landing Near Bluff,Brush Pile, ,36.06886,-95.5575,4,Y,Y,<Null>
Nanih Waiya,Nanih Waiya 1,Brush Pile,brush,34.63348,-95.30245,11,N,Y,2/26/2025
Nanih Waiya,Nanih Waiya 2,Brush Pile,brush,34.63137,-95.29947,17,Y,N,2/26/2025
Nanih Waiya,Nanih Waiya 3,Brush Pile,brush,34.63061,-95.29962,17,Y,Y,2/26/2025
Nanih Waiya,Nanih Waiya 4,Brush Pile,brush,34.63136,-95.29735,8,Y,Y,2/26/2025
New Spiro Lake,Near dam,Brush Pile,brush,35.19384,-94.61521,17,Y,N,2/10/2020
New Spiro Lake,East side,Brush Pile,brush,35.19976,-94.61677,10,Y,Y,2/10/2020
Nichols Lake,Fishing dock south of ramp,Spider Blocks,10 spider blocks,35.40571,-95.97611,5,N,Y,12/3/2019
Nichols Lake,Fishing dock center of lake,Spider Blocks,10 spider blocks,35.407738,-95.977242,0,N,Y,12/3/2019
Nichols Park Lake,New Fishing Dock,Brush Pile, ,35.407555,-95.977388,0,N,Y,<Null>
Nichols Park Lake,Old Fishing Dock,Brush Pile, ,35.410027,-95.97975,0,N,Y,<Null>
Okemah,"West Cove, North Bank",Combination,Cedar trees and spider blocks,35.52292,-96.33082,0,Y,N,8/21/2021
Okemah,Jaycee Park N,Brush Pile,Cedar trees,35.5226,-96.32,0,N,Y,8/21/2021
Okemah,The Secret Hump,Brush Pile,Cedar trees,35.52493,-96.31965,0,Y,N,8/21/2021
Okemah,Old Dam,Combination,Cedar trees and spider blocks,35.51955,-96.32373,0,Y,N,8/21/2021
Okemah,Point East of Beach,Brush Pile,Cedar trees,35.52305,-96.31517,0,Y,N,8/21/2021
Okemah,"East Cove, North Bank",Combination,Cedar trees and spider blocks,35.52372,-96.31173,0,Y,N,8/21/2021
Okemah,"East Cove, South Bank",Combination,Cedar trees and spider blocks,35.5221,-96.31173,0,N,N,8/21/2021
Okemah,Jaycee Park W,Brush Pile,Cedar trees,35.5201,-96.32152,0,N,Y,8/21/2021
Okemah,Rock Pile,Combination,Cedar trees and spider blocks,35.52098,-96.32157,0,N,Y,8/21/2021
Okemah,Fishing Dock,Combination,Cedar trees and spider blocks,35.51932,-96.3232,0,N,Y,8/21/2021
Okemah,Southeast of Beach,Combination,Cedar trees and spider blocks,35.51963,-96.31507,0,Y,N,8/21/2021
Okmulgee,Lions Club Point,Brush Pile,Cedar Trees,35.62521,-96.07835,0,Y,N,4/8/2024
Okmulgee,Salvation Army Point,Brush Pile,Cedar Trees,35.612983,-96.0841,0,Y,N,4/8/2024
Okmulgee,Red Oak Area,Brush Pile,Cedar Trees,35.60993,-96.07639,0,Y,Y,4/8/2024
